Year,,,,,,,
91,7.104167,2.5,-1.558,-0.146,-2.466,3.171,3600
91,7.145833,3.5,-2.641,0.471,-2.597,3.875,3600
91,7.1875,4.5,-3.43,2.156,-0.095,4.188,3599
91,7.229167,5.5,1.685,-1.704,-2.746,3.928,3600
91,7.270833,6.5,1.436,-1.457,-3.761,4.339,1814
91,7.3125,7.5,-0.04,-0.376,-4.405,4.452,326
91,7.354167,8.5,-2.035,4.067,-0.918,4.699,1290
91,7.395833,9.5,-2.389,4.532,0.792,5.338,1590
91,7.479167,11.5,-3.053,4.788,0.451,5.701,546
91,7.520833,12.5,-2.896,4.576,0.028,5.485,1800
91,7.5625,13.5,-2.593,4.399,-0.187,5.221,1735
91,7.604167,14.5,-3.207,4.095,-1.421,5.444,1800
91,7.645833,15.5,-2.264,2.735,-2.499,4.371,1800
91,7.6875,16.5,-2.202,2.827,-1.976,4.24,1704
91,7.729167,17.5,-2.535,2.574,-1.183,4.355,1800
91,7.770833,18.5,-2.267,2.445,-2.049,4.24,1767
91,7.8125,19.5,-3.204,1.596,-2.214,4.314,1830
91,7.854167,20.5,-2.848,2.814,0.011,4.281,2408
91,7.895833,21.5,-3.016,2.926,-0.002,4.269,3308
91,7.9375,22.5,-2.049,3.294,1.227,4.136,2023
91,7.979167,23.5,-0.153,4.035,0.954,4.24,2627
91,8.020833,0.5,-0.331,2.49,3.124,4.084,3408
91,8.0625,1.5,1.069,1.641,3.003,3.755,3600
91,8.104167,2.5,-0.66,2.845,1.406,3.612,3599
91,8.145833,3.5,-0.631,2.172,1.479,3.476,3376
91,8.1875,4.5,0.29,0.56,2.693,3.437,3600
91,8.229167,5.5,-0.35,1.124,1.638,3.288,3599
91,8.270833,6.5,-1.784,2.602,-0.145,3.369,1527
91,8.3125,7.5,-1.522,2.321,0.475,3.299,1800
91,8.354167,8.5,-1.495,2.256,-0.622,3.281,1729
91,8.395833,9.5,-2.124,2.293,-0.962,3.711,1704
91,8.4375,10.5,-1.158,2.727,1.582,3.815,1532
91,8.479167,11.5,-1.957,2.725,-1.28,3.803,1800
91,8.520833,12.5,-1.484,3.075,0.511,3.792,1800
91,8.5625,13.5,-1.289,2.586,0.573,3.621,1768
91,8.604167,14.5,-2.708,1.826,-0.106,3.585,1800
91,8.645833,15.5,-1.703,2.426,0.547,3.546,1800
91,8.6875,16.5,-1.479,2.898,-0.922,3.62,1800
91,8.729167,17.5,0.732,2.965,1.713,3.838,1800
91,8.770833,18.5,-1.269,3.638,-0.293,4.101,1647
91,8.8125,19.5,-1.477,3.603,-0.504,4.011,1966
91,8.854167,20.5,-2.131,2.908,-0.765,3.931,3418
91,8.895833,21.5,-1.572,3.306,0.046,3.795,3374
91,8.9375,22.5,-1.188,2.243,-0.117,2.835,3600
91,8.979167,23.5,-0.796,1.138,1.034,2.257,3600
91,9.020833,0.5,-1.707,1.362,0.513,2.451,3272
91,9.0625,1.5,-1.32,1.721,0.538,2.461,3216
91,9.104167,2.5,-1.562,1.391,0.664,2.385,3599
91,9.145833,3.5,-1.564,1.719,0.394,2.448,3567
91,9.1875,4.5,-1.02,1.503,0.856,2.286,3514
91,9.229167,5.5,-1.64,1.689,-0.09,2.392,3456
91,9.270833,6.5,-2.04,0.906,0.432,2.346,1529
91,9.3125,7.5,-2.212,0.114,0.598,2.327,1800
91,9.354167,8.5,-1.971,1.086,0.058,2.327,1799
91,9.395833,9.5,-1.508,1.322,0.397,2.374,1800
91,9.4375,10.5,-1.867,1.19,0.132,2.37,1800
91,9.479167,11.5,-2.09,0.891,-0.213,2.316,1800
91,9.520833,12.5,-1.438,1.312,0.512,2.068,1800
91,9.5625,13.5,-1.253,1.377,0.898,2.105,1786
91,9.604167,14.5,-1.697,1.406,0.315,2.239,1800
91,9.645833,15.5,-1.648,1.464,0.27,2.235,1800
91,9.6875,16.5,-1.568,1.479,-0.103,2.172,1768
91,9.729167,17.5,-1.64,1.52,0.007,2.261,1800
91,9.770833,18.5,-1.354,1.763,-0.011,2.248,1376
91,9.8125,19.5,-1.478,1.751,-0.322,2.324,3277
91,9.854167,20.5,-1.229,1.927,-0.06,2.32,3536
91,9.895833,21.5,-1.533,1.577,-0.51,2.276,3311
91,9.9375,22.5,-0.873,1.833,-0.564,2.158,3586
91,9.979167,23.5,-0.291,1.801,0.303,2.069,3568
91,10.020833,0.5,1.201,1.432,0.955,2.174,3600
91,10.0625,1.5,0.375,1.926,0.681,2.244,3600
91,10.104167,2.5,-0.144,2.374,0.197,2.402,3600
91,10.145833,3.5,-0.461,2.246,-0.147,2.327,3600
91,10.1875,4.5,-0.819,2.233,-0.05,2.391,3600
91,10.229167,5.5,-0.679,2.255,-0.319,2.384,3249
91,10.270833,6.5,-0.806,2.061,-0.54,2.304,1688
91,10.3125,7.5,-0.74,1.953,-0.742,2.23,1800
91,10.354167,8.5,-1.027,1.779,-0.516,2.142,1632
91,10.395833,9.5,-1.202,1.494,-0.693,2.081,1776
91,10.4375,10.5,-1.437,1.252,-0.895,2.135,1800
91,10.479167,11.5,-1.82,0.859,-0.992,2.26,1736
91,10.520833,12.5,-1.825,0.867,-0.967,2.248,1799
91,10.5625,13.5,-1.89,0.935,-0.853,2.292,1800
91,10.604167,14.5,-1.673,1.14,-0.774,2.179,1800
91,10.645833,15.5,-1.783,0.907,-0.931,2.216,1800
91,10.6875,16.5,-1.842,0.867,-0.856,2.219,1800
91,10.729167,17.5,-1.695,0.99,-0.758,2.108,1800
91,10.770833,18.5,-1.652,1.049,-0.781,2.109,1777
91,10.854167,20.5,-1.659,1.005,-0.677,2.061,3220
91,10.895833,21.5,-1.457,0.918,-0.454,1.789,3312
91,10.9375,22.5,-0.934,0.842,-0.342,1.418,2767
91,10.979167,23.5,-0.563,0.518,-0.183,1.233,3600
91,11.020833,0.5,-0.634,0.09,-0.032,1.213,3600
91,11.0625,1.5,-0.2,-0.128,0.298,0.665,3600
91,11.104167,2.5,-0.259,0.916,-0.193,1.04,3598
91,11.145833,3.5,-0.004,1.001,-0.458,1.11,3600
91,11.1875,4.5,-0.088,0.886,-0.306,1.228,3600
91,11.229167,5.5,0.562,1.174,-0.095,1.476,3041
91,11.270833,6.5,1.374,0.92,-0.525,1.754,1800
91,11.3125,7.5,1.238,0.898,-0.855,1.771,1800
91,11.354167,8.5,1.102,0.395,-1.157,1.693,1800
91,11.395833,9.5,0.888,0.72,-0.812,1.427,1800
91,11.4375,10.5,0.732,0.424,-1.218,1.575,1800
91,11.479167,11.5,0.626,-1.038,-0.919,1.552,1800
91,11.520833,12.5,0.13,-0.282,-1.056,1.265,1672
91,11.5625,13.5,-0.045,0.605,-0.868,1.156,1723
91,11.604167,14.5,0.082,0.391,-1.508,1.732,1800
91,11.645833,15.5,-0.704,1.331,0.372,1.578,1800
91,11.6875,16.5,-0.989,0.901,0.177,1.543,1800
91,11.729167,17.5,0.31,-1.544,-1.353,2.17,1799
91,11.770833,18.5,0.905,-2.439,-2.031,3.391,1842
91,11.8125,19.5,1.066,-2.895,-0.663,3.244,3185
91,11.854167,20.5,0.873,-2.37,-0.879,2.703,3472
91,11.895833,21.5,1.294,-2.854,-0.193,3.33,3078
91,11.9375,22.5,-0.199,-1.945,3.987,4.746,3500
91,11.979167,23.5,0.808,-3.848,1.133,4.25,3536
91,12.020833,0.5,1.896,-4.262,0.238,5.057,3600
91,12.0625,1.5,1.543,-4.608,-0.686,5.196,3600
91,12.104167,2.5,1.585,-4.684,0.379,5.411,3370
91,12.145833,3.5,1.606,-3.098,2.089,4.74,3232
91,12.1875,4.5,1.761,-4.231,1.195,4.983,3600
91,12.229167,5.5,1.864,-4.916,-1.318,5.488,3472
91,12.270833,6.5,1.115,-4.619,-1.566,5.27,3525
91,12.3125,7.5,1.581,-3.821,-0.075,4.415,3599
91,12.354167,8.5,1.559,-3.08,-0.039,4.496,3535
91,12.395833,9.5,1.165,-3.201,0.478,4.29,3501
91,12.4375,10.5,0.671,-3.819,1.18,4.298,3600
91,12.479167,11.5,1.109,-2.932,2.237,4.166,3600
91,12.520833,12.5,0.255,-1.683,1.077,3.396,2635
91,12.5625,13.5,0.418,-2.379,0.322,3.27,1800
91,12.604167,14.5,0.23,-2.258,-0.985,3.205,1800
91,12.645833,15.5,1.261,-0.893,-2.573,3.399,1800
91,12.6875,16.5,1.018,-2.847,0.18,3.265,1800
91,12.729167,17.5,1.191,-3.117,0.434,3.564,1699
91,12.770833,18.5,2.089,-2.198,0.033,3.312,1799
91,12.8125,19.5,1.353,-0.903,-1.382,3.01,1986
91,12.854167,20.5,1.016,-1.737,-1.246,3.059,3119
91,12.895833,21.5,1.636,-1.953,-0.656,3.057,3302
91,12.9375,22.5,1.44,-2.182,0.895,3.212,3600
91,12.979167,23.5,2.426,-0.491,-1.906,3.366,3536
91,13.020833,0.5,0.943,-2.161,1.597,3.288,3600
91,13.0625,1.5,1.203,-1.895,1.918,3.299,3599
91,13.104167,2.5,-0.427,-2.869,-0.547,3.324,3599
91,13.145833,3.5,0.583,-2.939,0.025,3.436,3599
91,13.1875,4.5,0.608,-2.56,2.225,3.556,3599
91,13.229167,5.5,1.027,-2.246,2.252,3.476,2595
91,13.270833,6.5,0.733,-2.737,-0.018,3.32,1672
91,13.3125,7.5,1.082,-2.956,0.599,3.387,1800
91,13.354167,8.5,1.744,-1.089,0.687,3.073,1800
91,13.395833,9.5,2.169,-1.835,-1.384,3.462,1800
91,13.4375,10.5,1.476,-2.117,-0.226,3.224,1800
91,13.479167,11.5,1.462,-2.329,0.7,3.067,1800
91,13.520833,12.5,0.857,-3.237,-0.207,3.426,1800
91,13.5625,13.5,0.73,-2.63,1.495,3.332,1723
91,13.604167,14.5,1.101,-2.484,-0.339,3.344,1800
91,13.645833,15.5,2.121,-0.781,-1.715,3.197,1704
91,13.6875,16.5,1.818,0.52,-2.409,3.179,1767
91,13.729167,17.5,1.204,-1.503,-2.021,3.26,1727
91,13.770833,18.5,1.427,-2.596,-1.443,3.384,1640
91,13.8125,19.5,1.458,-2.976,1.122,3.63,1915
91,13.854167,20.5,1.79,-2.928,1.102,3.7,3004
91,13.895833,21.5,1.85,-2.536,-0.144,3.48,3147
91,13.9375,22.5,2.074,-2.046,0.355,3.431,2960
91,13.979167,23.5,1.673,-2.523,-0.567,3.438,3600
91,14.020833,0.5,1.408,-3.039,0.467,3.502,3504
91,14.0625,1.5,1.024,-2.954,0.206,3.446,3599
91,14.104167,2.5,1.737,-2.411,-0.209,3.258,3599
91,14.145833,3.5,1.047,-2.551,-0.47,3.241,3119
91,14.1875,4.5,1.264,-1.429,-2.276,3.189,3523
91,14.229167,5.5,0.793,-2.841,-0.627,3.616,3600
91,14.270833,6.5,0.411,-3.576,0.375,3.728,3600
91,14.3125,7.5,0.881,-0.846,-1.963,3.589,3600
91,14.354167,8.5,2.43,-3.153,-2.016,5.717,3600
91,14.395833,9.5,2.206,-5.788,1.12,6.577,3600
91,14.4375,10.5,2.349,-5.461,2.478,6.561,3599
91,14.479167,11.5,1.893,-5.877,0.307,6.308,3440
91,14.520833,12.5,1.894,-5.235,-0.2,5.795,2187
91,14.5625,13.5,2.499,-4.991,1.044,5.804,1801
91,14.604167,14.5,2.015,-4.664,0.094,5.401,1800
91,14.645833,15.5,2.8,-3.815,-0.146,5.078,1800
91,14.6875,16.5,2.029,-4.585,0.575,5.174,1800
91,14.729167,17.5,3.219,-3.258,1.87,5.042,1800
91,14.770833,18.5,2.434,-3.943,0.65,4.74,1800
91,14.8125,19.5,2.608,-3.879,0.824,4.818,1411
91,14.854167,20.5,2.32,-3.573,2.428,4.956,3151
91,14.895833,21.5,2.342,-3.432,2.19,4.772,3407
91,14.9375,22.5,2.256,-3.487,1.828,4.595,3600
91,14.979167,23.5,2.243,-3.363,1.636,4.396,3600
91,15.020833,0.5,1.645,-3.286,1.753,4.161,3503
91,15.0625,1.5,0.627,-2.989,1.986,3.67,3600
91,15.104167,2.5,-0.227,-2.629,1.888,3.441,3535
91,15.145833,3.5,0.272,-1.679,1.695,2.552,3600
91,15.1875,4.5,0.173,-1.158,1.386,2.808,2988
91,15.229167,5.5,-2.789,2.649,-3.169,4.998,1800
91,15.270833,6.5,0.354,1.029,2.136,3.734,1799
91,15.3125,7.5,2.45,0.753,4.184,4.964,1800
91,15.354167,8.5,0.91,2.856,3.76,4.907,1800
91,15.395833,9.5,1.304,3.45,3.18,4.921,1704
91,15.4375,10.5,1.697,0.658,2.346,3.727,1800
91,15.479167,11.5,2.001,2.101,2.95,4.426,1800
91,15.520833,12.5,1.976,1.096,3.161,3.927,1800
91,15.5625,13.5,1.931,2.397,2.738,4.321,1800
91,15.604167,14.5,-0.343,3.006,1.663,3.714,1722
91,15.645833,15.5,-1.511,2.926,1.401,3.712,1800
91,15.6875,16.5,-1.696,2.262,1.289,3.152,133
91,15.729167,17.5,-2.833,3.006,0.2,4.149,1291
91,15.770833,18.5,-2.352,1.595,-0.028,3.059,1728
91,15.8125,19.5,-3.534,1.439,-1.158,4.291,2317
91,15.854167,20.5,-4.101,0.558,-2.428,4.814,3183
91,15.895833,21.5,-3.805,2.057,-1.988,4.808,3573
91,15.9375,22.5,-3.427,3.109,-0.97,4.768,3085
91,15.979167,23.5,-3.461,2.937,-1.226,4.746,3563
91,16.020833,0.5,-3.519,2.735,-1.394,4.72,3599
91,16.0625,1.5,-2.958,2.713,-2.023,4.535,3598
91,16.104167,2.5,-2.816,2.891,-1.962,4.527,3536
91,16.145833,3.5,-2.814,2.65,-1.647,4.389,2576
91,16.1875,4.5,-3.145,2.926,-1.56,4.59,3536
91,16.229167,5.5,-3.384,2.646,-1.676,4.637,2086
91,16.270833,6.5,-3.048,3.218,0.391,4.462,1800
91,16.3125,7.5,-2.88,3.074,-0.471,4.318,1800
91,16.354167,8.5,-2.446,2.307,0.611,3.713,1800
91,16.395833,9.5,-0.858,1.305,3.069,3.643,1693
91,16.4375,10.5,-1.64,2.135,2.119,3.788,1800
91,16.479167,11.5,-1.123,2.143,2.192,3.507,1799
91,16.520833,12.5,-1.259,1.745,1.204,2.994,1757
91,16.5625,13.5,-0.569,1.947,1.318,2.519,1800
91,16.604167,14.5,-1.238,2.221,0.283,2.743,1800
91,16.645833,15.5,-1.335,1.82,0.885,2.572,1800
91,16.6875,16.5,-0.502,1.451,1.94,2.923,1800
91,16.729167,17.5,-1.097,2.144,-0.114,2.898,1800
91,16.770833,18.5,-1.579,2.234,-0.181,3.005,1736
91,16.8125,19.5,-1.809,2.244,-0.46,3.079,2237
91,16.854167,20.5,-1.563,2.042,0.265,3.058,3578
91,16.895833,21.5,-1.05,2.485,0.239,2.787,3136
91,16.9375,22.5,0.042,2.381,0.974,2.664,3600
91,16.979167,23.5,-1.439,1.282,1.545,2.632,3600
91,17.020833,0.5,-1.855,1.661,-0.706,2.638,3598
91,17.0625,1.5,-1.772,1.337,-1.096,2.627,3599
91,17.104167,2.5,-1.502,2.006,-0.471,2.674,3600
91,17.145833,3.5,-1.348,1.626,0.506,2.679,3600
91,17.1875,4.5,-1.281,1.556,0.799,2.559,3600
91,17.229167,5.5,-0.344,1.145,2.161,2.498,1957
91,17.270833,6.5,-0.033,0.931,2.26,2.569,1430
91,17.3125,7.5,0.127,0.81,2.344,2.583,1498
91,17.354167,8.5,-0.227,0.66,2.307,2.582,1544
91,17.395833,9.5,-0.436,1.358,2.115,2.581,1532
91,17.4375,10.5,0.426,0.931,2.32,2.565,1375
91,17.479167,11.5,-0.613,0.704,2.001,2.528,1031
91,17.520833,12.5,-0.704,1.459,1.642,2.516,1465
