DOY,Magnitude,angle
1.0,2.774338294074193,75.89149610928533
2.0,3.6350291145232707,35.34138254746992
3.0,2.945951375668187,74.25929785393166
4.0,1.4312771140316445,-26.486094503136606
5.0,3.2155048630199032,81.41642705891489
6.0,3.1418110144835403,-75.45337374646854
7.0,2.164956408643183,-89.28664999007644
8.0,1.864796861065455,-103.79346632027999
9.0,1.5374028605333194,-101.5292789896251
10.0,1.5332471641561047,-100.47667245061636
11.0,2.2285870220256965,-82.43538460058961
12.0,2.2423947689298864,42.64732338143777
13.0,1.6917627919174398,-2.91923277684005
14.0,1.2074657461995288,49.81681926021393
15.0,3.134693276824406,-49.42496763734351
16.0,4.29528294231384,-77.79792973127685
17.0,2.4288911310525045,-47.39905820875141
18.0,1.3503315564089622,-120.13805109713991
19.0,1.9545194867005748,-96.99693760929787
20.0,1.9762926232767304,-90.20704262389482
21.0,1.2880146616866806,-109.70435657757987
22.0,6.556581996281021,-59.52128940636705
23.0,3.0804913062271733,-100.68484201259974
24.0,2.742045618043542,-64.26740365700036
25.0,2.203467424167748,34.47725741462774
26.0,2.1779865219350723,67.33955311895281
27.0,2.5322258452193873,54.73764622373522
28.0,2.623164489274077,94.96781055620104
29.0,2.5563463333642713,105.12741736029058
30.0,2.66249928582474,51.54986790609974
31.0,2.29194144711767,57.114862045650796
32.0,2.547243830832197,68.57078398368068
33.0,2.894972258921435,-72.65027563745153
34.0,3.3920976087285575,-83.3144750448295
35.0,1.6754411747771238,-91.37987133342635
36.0,2.201345493229076,-80.74218380434648
37.0,2.578085494001438,-87.54704572329481
38.0,3.1999177038233864,-88.4851634165453
39.0,2.3711698376160246,-71.23967828766243
40.0,2.987352435412101,2.4459507697996705
41.0,1.6764964625719276,58.34171427466072
42.0,1.762831736197374,68.79825317831565
43.0,3.4946800703904715,70.09426139721754
44.0,3.6354324466597867,-9.189512676328759
45.0,2.161635739888142,-29.93928795896054
46.0,1.5811627044875916,-103.44169650315861
47.0,1.8280003143892294,6.723713705763862
48.0,3.9770393621794913,-19.03238930838294
49.0,2.4798106958978945,-76.43675603872595
50.0,3.3811361094173367,-77.09698846454215
51.0,2.271988672712488,-61.84715973509083
52.0,2.7598910139521724,-67.40883470777865
53.0,3.841397201413547,29.066613435945367
54.0,2.868277291603119,107.04599053411425
55.0,2.9887374313298993,99.40302448511265
56.0,3.0306517569962277,73.93395282369231
57.0,2.67312538986868,91.54163742759977
58.0,4.564942308206137,19.370822935596543
59.0,4.282554079176358,9.262666794190766
60.0,3.9664052242571306,52.838670317088074
61.0,2.126962311395918,-50.187188765648415
62.0,1.6398533904153119,-108.53258887221293
63.0,2.715515851625725,-103.2058535301952
64.0,1.8298944868328155,-89.07872868492623
65.0,2.7874870206216538,-93.80253270250365
66.0,2.1475989176091,-101.6962927146279
67.0,4.292267481923628,2.7793480268597635
68.0,5.827112118541677,36.87864677211772
69.0,5.449497663599708,64.91093498050935
70.0,2.3442371758277076,87.27683465910712
71.0,2.5911812668313763,54.31094218626947
72.0,4.91217649052448,33.016097113523834
73.0,4.3171100196198084,-82.25762646639525
74.0,1.5815889654722235,-114.81407195743739
75.0,3.7737502873864672,-55.16985179958749
76.0,5.012653584042414,-85.19929971744509
77.0,2.4148147643129403,-68.43713293236989
78.0,1.3051907611147366,-88.23377236077357
79.0,1.7868618974103527,-98.7774919160728
80.0,1.2864255511069862,-91.78551658065996
81.0,1.5486549896262596,-84.68150357721521
82.0,3.2357537473738254,-33.13478692406323
83.0,2.0973154760356216,55.76736411464308
84.0,1.8175973143478328,69.98076582812011
85.0,2.3375035827633366,85.10845087069242
86.0,1.7013527465619882,18.29144095205049
87.0,2.41923032557786,-107.27130637219896
88.0,2.157178476510892,-92.65218917494033
89.0,2.1303838960108785,-34.98658446545819
90.0,3.2104796196461196,-57.24782964266242
91.0,2.802635621269579,-25.534257013204858
92.0,2.163412790254511,-41.330577773871546
93.0,1.7810881313932125,-115.93340661956829
94.0,1.7956321402159043,-98.19811056641767
95.0,1.6617263462534766,-20.750697279223782
96.0,1.7917093719656454,-34.088044075658715
97.0,6.618982576448349,108.16582902348156
98.0,3.2016417914343176,69.6785950296025
99.0,2.114026100958065,67.30601040944975
100.0,1.7977556085707715,19.86577082758164
101.0,2.8396499808242335,-10.984378879340664
102.0,1.6485591513846232,-54.37972869520514
103.0,6.061304754427986,-62.11703324930388
104.0,2.8945278308891096,-87.17332159052354
105.0,2.090771233726888,-68.16308461076156
106.0,1.1823480101211075,-100.8798617714227
107.0,2.1525617958057572,-20.833860950186587
108.0,2.432365495175986,-71.57608862076165
