DOY,HOUR,MIN,Year,SEC,MSEC,DECIMALDAY,BX(nT),BY(nT),BZ(nT),RANGE,POSNX(km),POSNY(km),POSNZ(km),Distance from Sun(AU),XCOM(nT)R^2,Magnitude,atan2(y/x),angle,originalangle,CorrectedAngle
323.0,18.0,29.5,2012.0,31.0,13.9,323.7708450766668,0.6469999999999999,1.728,-1.2565,0.0,328340831.88666666,-0.5387000000000003,-0.24000000000000019,2.194791656996436,3.116643346373231,3.5501977015074684,121.44353295198242,65.71985231460981,55.723680637372645,121.44353295198242
323.0,19.0,29.5,2012.0,31.0,9.5,323.81251169499996,0.8273333333333336,2.0734999999999992,-1.473666666666667,0.0,328328856.2766666,-0.5375999999999997,-0.24000000000000019,2.1947116061274508,3.985067778830887,3.985067778830887,133.873445697816,65.71906899569989,68.15437670211617,133.873445697816
323.0,20.0,29.5,2012.0,31.0,5.083333333333333,323.85417830333324,0.19383333333333344,0.5504999999999992,-0.9653333333333333,0.0,328316873.93500006,-0.5365000000000008,-0.24000000000000019,2.1946315102606944,0.9336460089458988,3.9582724418763506,77.68134709629435,65.71828518895354,11.963061907340782,77.68134709629435
323.0,21.0,29.5,2012.0,30.783333333333335,217.4,323.89584491999983,-1.2096666666666671,-2.662666666666666,-0.3223333333333334,0.0,328304884.87,-0.5354166666666665,-0.24000000000000019,2.194551369451872,-5.825808815026661,5.825808815026661,-48.845496398623744,65.71750089483191,-114.56299729345565,-48.845496398623744
323.0,22.0,29.5,2012.0,30.0,996.2666666666667,323.9375115349998,-1.824333333333333,-2.336333333333333,0.5641666666666666,0.0,328292889.06999975,-0.5343166666666662,-0.24000000000000019,2.1944711836229946,-8.785440481533497,8.785440481533497,-62.05567089272922,65.71671611248752,-127.77238700521674,-62.05567089272922
323.0,23.0,29.5,2012.0,30.0,991.9333333333333,323.97917815500006,-1.1999999999999993,-4.259833333333334,-0.632,0.0,328280886.53666663,-0.5332166666666671,-0.24000000000000019,2.1943909527852052,-5.7784836037998,5.836265860890992,-40.79126026688657,65.71593084194514,-106.50719110883168,-40.79126026688657
324.0,0.0,29.5,2012.0,30.016666666666666,971.9,324.0208447850001,-0.9406666666666667,-4.263333333333334,-1.6426666666666672,0.0,328268877.26999986,-0.5321166666666667,-0.24000000000000019,2.1943106769385023,-4.529254407196501,5.940085129209256,-35.09542934060725,65.71514508312038,-100.81057442372766,-35.09542934060725
324.0,1.0,29.5,2012.0,30.0,983.0833333333334,324.06251138500016,-1.0136666666666667,-4.0966666666666685,-1.5121666666666669,0.0,328256861.28333336,-0.5309499999999997,-0.24000000000000019,2.1942303561720142,-4.880443150419107,5.007226176224148,-37.25527982349932,65.71435883680138,-102.96963866030067,-37.25527982349932
324.0,2.0,29.5,2012.0,30.0,978.75,324.10417799666686,-1.3720000000000003,-4.192666666666665,-1.6024999999999994,0.0,328244838.56833327,-0.5298333333333336,-0.24000000000000019,2.1941499904300357,-6.60523930811417,6.60523930811417,-42.16174411956618,65.71357210235843,-107.87531622192459,-42.16174411956618
324.0,3.0,29.5,2012.0,30.0,974.2666666666667,324.14584461500004,-0.4495000000000002,-2.974166666666667,-3.2043333333333326,0.0,328232809.1050001,-0.5287333333333329,-0.24000000000000019,2.194069579578877,-2.163878302066644,2.191157650961206,-32.14632976064084,65.71278487839828,-97.85911463903909,-32.14632976064084
