DOY,Magnitude,angle
153.0,2.168201404638157,76.28801064411508
154.0,5.57182159057649,112.98739225817772
155.0,3.806143081318369,-60.11494240592
156.0,2.0836750039492107,-98.10122810576873
157.0,5.3920790523558555,-85.44649773811791
158.0,4.941258291484358,-93.53211496345625
159.0,2.8900404430421305,61.21362318320948
160.0,5.211097406761246,91.01689933551972
161.0,3.9082329806465097,86.49160872454249
162.0,3.093842355602212,86.07529600181121
163.0,5.654800151978191,51.02036417019174
164.0,2.999538877246655,85.81801605762912
165.0,2.0783049205508566,81.44501035155268
166.0,2.6273730146774468,17.07712387107269
167.0,3.51844286548852,9.838159871897329
168.0,3.7286729091935404,-104.33023914899502
169.0,4.456020665146392,-62.54483544701141
170.0,5.1258236609012515,90.67426076888779
171.0,6.507160372888999,105.14057515567886
172.0,4.94912450660492,-107.96847620967347
173.0,4.848464374926865,-40.02593582207438
174.0,4.460520343867722,-121.9154591177327
175.0,2.2757364170091687,-114.35184729020186
176.0,3.3455136746186063,-111.57675326608219
177.0,3.333945684542493,-48.18733709052061
178.0,4.15950693534483,58.45732764256543
179.0,6.211620378418395,23.247833536943762
180.0,4.335277771950637,26.05443456212207
181.0,4.161432648604977,47.52046950609921
182.0,3.533644747073304,67.62664615680778
183.0,3.3577334129201146,79.28055573803682
184.0,3.0647063705890796,73.4019380047766
185.0,3.4405891135035125,77.10712995430306
186.0,4.106810397532156,70.76291250334295
187.0,3.6702653599375124,88.83115125043179
188.0,3.2334657352328993,71.7375333118437
189.0,3.989086433668867,12.721158868954529
190.0,5.569992091520883,-110.07430131299685
191.0,3.838816219949705,-86.02302675636247
192.0,3.5690741550998597,-63.60225128042414
193.0,4.632883598246453,-94.82368244782656
194.0,4.767470379147234,-43.192458342739094
195.0,3.4789393690778954,71.05902078233692
196.0,2.756469464904453,85.41063981994559
197.0,3.3238589824676037,100.4871475996139
198.0,2.3433379998082455,69.36588004032586
199.0,3.13943439505714,86.03719921526584
200.0,2.5601252879086394,80.81567269670684
201.0,1.7054771454780648,84.7838641037941
202.0,1.7827174049072803,78.64522529591787
203.0,2.9592959920459876,75.97883307883711
204.0,4.093814837975212,43.32627727142507
205.0,3.188663542878037,20.56912790038427
206.0,3.607920967109355,95.4897226973598
207.0,5.613486788214824,59.6541891127262
208.0,3.1482184970875644,84.65249468889671
209.0,3.1958371903075107,79.47493314547953
210.0,2.846215382683707,-70.32745492784693
211.0,4.804769253891167,-2.975117191321784
212.0,4.209841642146655,72.13501609488212
213.0,3.6967825895895787,54.78062934399971
214.0,4.449313736872286,55.805276364024394
215.0,,
216.0,,
217.0,,
218.0,,
219.0,4.951172497650157,-108.53758951904983
220.0,4.484731882817616,-110.46802664831691
221.0,3.7049369199395983,-115.9478089899509
222.0,2.9573883006029007,53.906829825507224
223.0,3.8804375304698913,71.18340545793917
224.0,3.7168494492160242,80.83607088295865
225.0,4.226217288399725,93.23654054612479
226.0,3.1101150399587834,82.0214228625276
227.0,1.9298367655812372,82.67977813711207
228.0,2.292222546605614,82.17398659698165
229.0,2.4267163716745985,65.45908203602366
230.0,7.822435176462661,22.170026871900077
231.0,7.611643504160275,27.795480927019963
232.0,3.52915001847275,31.9440704874961
233.0,4.311935723831786,72.49862100672328
234.0,4.39998919331711,61.6074566183442
235.0,3.6552892606072356,80.5982058644944
236.0,4.058796349934005,83.8101511536273
237.0,3.455250469623408,88.87264495902028
238.0,4.120492050676516,90.17730650210801
239.0,5.1985793659924555,92.93485153331159
240.0,4.600758865507103,76.73086553421818
241.0,3.8027440805617405,85.26816094287773
242.0,2.6654523294237507,81.67329766135182
243.0,4.0292097213987,82.1270630362996
244.0,3.1878590730430267,-24.00633233501243
245.0,3.910152515728801,-79.48194020332414
246.0,3.6839273055105486,-106.98982832935909
247.0,2.985380848819216,-104.63014290688623
248.0,3.8664475388522592,-111.23397067368113
249.0,4.171759576543559,61.017218944902645
250.0,3.389394660199974,83.99638314098439
251.0,3.8378858283020114,74.79234343359421
252.0,3.4835029205434087,84.76780307747747
253.0,3.0670777978026376,87.49880904782745
254.0,3.2229084779822283,86.00809107487801
255.0,2.4840769500224034,-19.262489275408733
256.0,3.312073397216477,-43.9388346752899
257.0,5.392550766054342,61.47808119335581
258.0,4.3366913618602565,54.99404401989191
259.0,4.321416333224574,60.221027491995244
260.0,3.4707583340309505,65.76395208956
261.0,4.20931945565432,83.58325850148546
262.0,4.379575513990889,64.38044316079845
263.0,2.570630274436704,77.50131654605597
264.0,4.059666204331648,77.54811742186935
265.0,4.480274813922947,85.37324197090753
266.0,3.7487531961307745,74.41314960218601
267.0,4.497955734101823,83.47375398008656
268.0,3.071126920030491,-68.94194066182459
269.0,3.9805570670110235,63.07836263199252
270.0,3.7661618178714575,-85.33078230501975
271.0,4.686252121350817,-90.95145455381686
272.0,4.385831878411002,-105.501157445522
273.0,3.651777379056716,-101.06206551394192
274.0,3.455774906962631,9.030780941670955
275.0,3.055185304892963,39.29160187472076
276.0,4.273922856904009,75.39127930237376
277.0,2.7506189529351266,81.52301671663959
278.0,3.376097446005118,96.37102409611451
279.0,3.7813399724939996,74.28181573560344
280.0,5.643919623659575,-58.124912807154026
281.0,6.682300982265434,125.97569828543534
282.0,6.216739242689814,109.75292354184108
283.0,5.1196598801688715,37.12749911430761
284.0,3.47916471450574,74.25271390229521
285.0,3.3342619082897773,75.83980436799985
286.0,5.291263356228886,62.11296158589903
287.0,2.594464754503929,72.36377048710617
288.0,5.144889977571057,62.47138267691108
289.0,5.975418589840769,-42.56607312735278
290.0,3.3756088799178268,-13.265600293843624
291.0,4.321672271928269,41.05920506931745
292.0,3.967249471458861,73.88267019084209
293.0,4.443453206763044,-49.15580246833533
294.0,2.673928108904615,61.427023128083206
295.0,3.2863938544418745,62.238593757920746
296.0,6.2079593328104155,-75.37104431246902
297.0,5.83088642915972,-29.971296694912013
298.0,4.2689843899668185,61.82605900945797
299.0,5.320950423555695,-78.45929254474822
300.0,5.335052621472237,-42.53655476790567
301.0,3.7259778409971873,82.68074110657827
302.0,3.6739647692184367,58.766933068059856
303.0,3.822313977686438,74.96806666197786
304.0,3.5693256306819814,43.492221559786685
305.0,3.9266785086029774,90.61025111641524
306.0,3.1870590614169076,76.98741676020899
307.0,2.692718407131325,66.20189751639153
308.0,4.787899784460913,129.52251768264313
309.0,2.9162518513752693,95.6494373928666
310.0,,
311.0,,
312.0,2.7758777546385796,86.62317593475521
313.0,3.059113633661872,43.690780909099274
314.0,4.3045643573698325,68.56663520840323
315.0,4.552315122489416,72.65182238306741
316.0,5.394612507291347,97.55355542560957
317.0,3.8463319282313964,89.57414690149776
318.0,5.282599041327445,55.66975663744268
319.0,3.603453322456375,71.56922848554048
320.0,5.435202174015585,-42.4597168802661
321.0,7.481899388238753,-58.27976167204987
322.0,5.164401861898887,-85.94105092055996
323.0,3.5783743894067404,71.77709508333847
324.0,4.6931093871618454,-15.307938087580672
325.0,3.2549773112381306,-99.14418025794382
326.0,5.419461082420896,76.34209981181671
327.0,5.222954657551034,91.23077956798186
328.0,6.345414317538583,73.88122228943871
329.0,5.732520708567117,-105.98295306509557
330.0,6.585919740947255,-86.99024786885913
331.0,5.353959951412711,-87.02986531600665
332.0,4.534631536415516,-93.7066209284609
333.0,3.6677655726474954,-40.131382366481915
334.0,4.3882931022786655,64.35790480634735
335.0,5.720854243232164,90.6422001294487
336.0,3.743327102215945,74.9472042478793
337.0,3.2278596174629595,85.88872432846986
338.0,3.0448211205245452,67.57477288749517
339.0,,
340.0,,
341.0,,
342.0,,
343.0,,
344.0,2.338061198928601,65.78653920612255
345.0,3.4978543792226233,68.9728591294958
346.0,4.0797910448561225,59.99066098532746
347.0,3.9489280046125663,-9.902172782479157
348.0,3.9662479938855535,-104.49592118073105
349.0,4.851535319357365,-106.63908125003209
350.0,5.459015042382014,-123.13658586908215
351.0,5.090177490861002,-128.88109614810872
352.0,3.6873394857464206,-92.6322086662401
353.0,3.0274727667383456,-92.22116341035137
354.0,3.3634269529588727,-74.95832914800172
355.0,4.034741289114334,-71.80743158788309
356.0,3.8997275548365593,-54.135515254973605
357.0,3.686682838615459,-25.140729979911953
358.0,4.0253175230870415,84.45208564582957
359.0,5.262581563665884,35.541595956223
360.0,5.586221032415352,-88.51672667130565
361.0,4.699444828371998,-94.18752906118127
362.0,4.171453912897057,11.938622901977917
363.0,3.5757991054807237,78.56604567139445
364.0,3.924622850496422,81.18399660510802
365.0,3.7305634004986765,85.97312270011072
366.0,,
