DOY,HOUR,MIN,year,SEC,DECIMALDAY,BX(nT),BY(nT),BZ(nT),RANGE,POSNX(km),POSNY(km),POSNZ(km),R^2 Br,Distance from Sun(AU),XCOM(nT)R^2,Magnitude,atan2(y/x),angle,originalangle,CorrectedAngle
2.0,10.0,29.5,2015.0,29.0,2.4374993625166668,0.14716666666666658,-0.6280000000000001,0.2521666666666667,0.0,622715079.0400001,-23.4825333333333,0.6359999999999999,2.5363442984999995,4.162533950802142,2.5499257697767153,2.671207679855654,-0.33354096697780167,76.62063912270595,-76.95418008968377,-0.33354096697780167
2.0,11.0,29.5,2015.0,29.0,2.478639194689655,0.26206896551724135,-0.6113793103448277,0.044310344827586196,0.0,622743783.7431034,-23.48375862068965,0.6359999999999999,4.5170176439655165,4.162725827159785,4.5412051115820615,4.5412051115820615,9.938166525447985,76.62123365581876,-66.68306713037079,9.938166525447985
2.0,12.0,29.5,2015.0,29.0,2.520832664700001,0.215,-0.45400000000000024,-0.30933333333333335,0.0,622773220.9283333,-23.48521666666669,0.6359999999999999,3.70609423315,4.1629225997883275,3.725939414458319,3.725939414458319,12.851870621757728,76.62184330615652,-63.769972684398795,12.851870621757728
2.0,13.0,29.5,2015.0,29.0,2.562499317150001,0.09816666666666668,-0.6269999999999999,0.09066666666666667,0.0,622802287.8883334,-23.486450000000012,0.6359999999999999,1.6923278733333333,4.1631168976492905,1.701389853771483,1.7360518419421556,-4.396756114479237,76.62244523558077,-81.01920135006003,-4.396756114479237
2.0,14.0,29.5,2015.0,29.0,2.604165969633334,0.23466666666666663,-0.5983333333333334,0.15183333333333335,0.0,622831352.195,-23.487683333333372,0.6359999999999999,4.045836287266666,4.163311177774068,4.067500699880988,4.067500699880988,8.104982355537366,76.62304705689048,-68.51806470135308,8.104982355537366
2.0,15.0,29.5,2015.0,29.0,2.6458326199666677,0.15,-0.5609999999999999,0.2888333333333335,0.0,622860413.8399998,-23.489050000000013,0.6358499999999992,2.5863607895333325,4.163505440106955,2.600210086295431,2.600210086295431,2.237821127762248,76.62364876993459,-74.38582764217236,2.237821127762248
2.0,16.0,29.5,2015.0,29.4,2.6874998626166673,0.12366666666666667,-0.5761666666666666,0.26116666666666677,0.0,622889473.2383333,-23.490366666666667,0.6350000000000002,2.1325436950666665,4.163699687422018,2.1439629180046134,2.351993233811306,-0.8433516437739375,76.62425038332573,-77.46760202709969,-0.8433516437739375
2.0,17.0,29.5,2015.0,30.0,2.729167371050001,0.10850000000000003,-0.5944999999999998,0.1341666666666667,0.0,622918530.1716667,-23.491599999999973,0.6350000000000002,1.8711363967666672,4.163893918259808,1.8811558509038067,2.3088418244045497,-2.714012934785963,76.62485189256424,-79.33886482735018,-2.714012934785963
2.0,18.0,29.5,2015.0,30.0,2.7706185051379317,0.2725862068965517,-0.5579310344827585,0.051379310344827595,0.0,622947433.577586,-23.492896551724137,0.6350000000000003,4.70135933301724,4.16408712284483,4.726533902921108,4.726533902921108,12.494065053494479,76.62545017087672,-64.13138511738227,12.494065053494479
2.0,19.0,29.5,2015.0,30.0,2.812500673316668,0.11599999999999994,-0.5525,0.007833333333333333,0.0,622976634.8650001,-23.494299999999985,0.6350000000000002,2.0008558038166666,4.164282318616313,2.0115698719906363,2.0115698719906363,-1.5973928472248284,76.62605456185803,-78.22344740908285,-1.5973928472248284
2.0,20.0,29.5,2015.0,30.0,2.8541673257166678,0.14216666666666666,-0.5031666666666665,0.14516666666666672,0.0,623005683.2433335,-23.49551666666669,0.6350000000000002,2.452461736133334,4.164476492268272,2.4655940379353023,2.4655940379353023,3.3040725758086347,76.62665573475702,-73.32258315894842,3.3040725758086347
2.0,21.0,29.5,2015.0,30.0,2.895833977983335,0.17649999999999996,-0.3393333333333333,0.43599999999999994,0.0,623034728.9533334,-23.496750000000006,0.6350000000000002,3.0449702305,4.164670648083782,3.061275262833955,3.061275262833955,14.428380949787753,76.62725679938131,-62.19887584959362,14.428380949787753
