DOY,Magnitude,angle
1.0,6.272594393623335,-26.093811145922235
2.0,7.637277299899141,20.313160840426704
3.0,4.806478071442075,25.250474878291634
4.0,4.24835161283455,56.70483128364233
5.0,4.275694101692844,101.44003062353187
6.0,2.4045427302410167,26.769477359770068
7.0,3.2610909345563597,-79.89255503300241
8.0,3.050677638428367,-71.53037366653297
9.0,1.581838750518939,-102.9781887018684
10.0,1.3978232064123641,-100.05745491385895
11.0,2.1917880974111656,-77.15528485076122
12.0,1.670809006800659,-51.07001774206163
13.0,2.696328720996991,-77.97707181326402
14.0,4.022349970320402,-70.2862259383452
15.0,2.1960442779636447,-20.57855706425384
16.0,4.060182156621086,-74.43532775676914
17.0,1.7696133826010711,-91.94739050066518
18.0,2.4653561788678697,-86.48677094744137
19.0,2.6012827139283403,-133.25913038445447
20.0,2.7511929927603136,-117.47944819608522
21.0,2.483281555440664,-67.00564200099257
22.0,7.191634760678734,107.72636406718757
23.0,2.539787054411628,-12.612433152219392
24.0,3.34669187643027,-114.70890506979137
25.0,3.1940396587076094,-82.21134397268469
26.0,3.1339747352598533,5.4931309217630195
27.0,3.798846468751355,1.0457918749128061
28.0,1.5050428627688834,25.943115909680568
29.0,3.30236903387469,-6.462525607235682
30.0,2.942655666891064,62.58778902190286
31.0,3.6637105089841153,35.381786243585935
32.0,3.9268670886033843,-75.48842972963939
33.0,2.9172574873855472,-89.92984756321536
34.0,3.038736287831046,-71.72112972900679
35.0,2.8802778933749362,-91.46120560240821
36.0,2.180109124969746,-95.00331144931656
37.0,4.363146876522146,-94.06219040027634
38.0,4.920623235508968,-8.957527243071159
39.0,2.324517330344289,-66.45128648801389
40.0,1.7107685394200363,72.05072546060791
41.0,3.123727083188828,60.45988722023835
42.0,1.2996183174781992,42.65116644392193
43.0,2.5305544188078892,71.01693947898569
44.0,3.499926316438511,-21.3358030532269
45.0,3.074535949220779,-59.78377166413582
46.0,2.523936092461148,-109.07807159246404
47.0,2.627383972419111,-121.79283777864129
48.0,4.8649157464598,-34.844933361447815
49.0,4.785868055420815,-40.93990995977233
50.0,2.0969672124909406,-71.67148472993648
51.0,2.9515470761169667,-72.61177323754794
52.0,3.6119956513234035,40.098723348276124
53.0,1.8901725641743354,33.002392207084206
54.0,1.5678598588181163,56.3769395877793
55.0,2.45697100077817,45.637037620417324
56.0,1.804364053193564,37.94170555143267
57.0,1.8459983709510004,62.257795178169395
58.0,2.042589752013474,75.75880139487519
59.0,7.901657159086774,-28.46885995226966
60.0,12.550413985663234,-67.8149165842834
61.0,2.4247081816726253,-105.30982231390848
62.0,3.170266079209941,-55.42582804092578
63.0,3.4824340130611793,-98.85706088172627
64.0,2.3098288254250403,-59.95058022257736
65.0,1.2386927306818662,-71.33062527685222
